Company,TypeName,Inches,Price_euros,Ram (GB),Weight (kg),HDD (GB),SSD (GB),Hybrid (GB),Flash Storage (GB),Total_Storage (GB),OpSys_Clean,Screen_Width,Screen_Height,Touchscreen,Cpu_Speed_GHz,Cpu_Brand,Cpu_Name,Gpu_Brand,Gpu_Name
Lenovo,Notebook,13.3,999.0,8,1.1,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Ultrabook,13.3,2499.0,16,1.21,0.0,1024.0,0.0,0.0,1024.0,Windows,3840,2160,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
MSI,Gaming,15.6,2099.0,16,2.8,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
Acer,Notebook,15.6,469.0,8,2.23,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.2,AMD,A8-Series 7410,AMD,Radeon R5
Asus,2 in 1 Convertible,11.6,275.0,2,1.1,0.0,0.0,0.0,32.0,32.0,Windows,1366,768,1,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Dell,Notebook,15.6,844.0,8,2.33,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 530
HP,2 in 1 Convertible,13.3,2449.0,16,1.29,0.0,1024.0,0.0,0.0,1024.0,Windows,3840,2160,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Lenovo,Notebook,13.3,459.9,4,1.45,0.0,0.0,0.0,16.0,16.0,Chrome OS,1366,768,0,1.6,Intel,Celeron Dual Core 3855U,Intel,HD Graphics 510
HP,Notebook,14.0,980.0,8,1.95,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Acer,Notebook,11.6,485.0,4,1.4,0.0,0.0,0.0,128.0,128.0,Windows,1366,768,0,1.6,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405
HP,Notebook,14.0,1292.0,8,1.48,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Notebook,17.3,589.0,4,2.79,1024.0,0.0,0.0,0.0,1024.0,Windows,1600,900,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce 920MX
Asus,Notebook,14.0,1094.0,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
HP,Notebook,15.6,902.0,8,2.1,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Acer,Notebook,15.6,659.0,8,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1366,768,0,2.7,AMD,A12-Series 9720P,AMD,Radeon RX 540
Lenovo,Notebook,14.0,292.0,4,1.44,0.0,0.0,0.0,32.0,32.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Acer,Notebook,15.6,549.0,6,2.23,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Asus,Ultrabook,15.6,1049.9,8,1.7,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Nvidia,GeForce 940MX
HP,Ultrabook,12.5,1335.0,8,1.26,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Dell,Notebook,15.6,2639.0,32,2.06,0.0,1024.0,0.0,0.0,1024.0,Windows,3840,2160,1,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
MSI,Gaming,17.3,1199.0,8,2.7,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Toshiba,Notebook,15.6,943.0,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Asus,Notebook,14.0,1334.0,8,2.0,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,449.0,4,1.85,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Asus,Gaming,15.6,999.0,8,2.5,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
HP,Notebook,14.0,1268.0,8,1.48,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.6,Intel,Core i5 7300U,Intel,HD Graphics 620
Dell,Ultrabook,15.6,1049.0,8,1.9,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Nvidia,GeForce 940MX
HP,Notebook,15.6,1144.0,8,1.84,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Asus,Notebook,15.6,274.99,4,2.0,1024.0,0.0,0.0,0.0,1024.0,Linux,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Dell,Notebook,15.6,1142.75,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,Nvidia,GeForce 940MX
Dell,Notebook,15.6,274.9,4,2.2,500.0,0.0,0.0,0.0,500.0,Linux,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics
Lenovo,Notebook,15.6,899.0,12,2.2,2048.0,0.0,0.0,0.0,2048.0,Windows,1920,1080,0,3.6,AMD,A12-Series 9720P,AMD,Radeon 530
HP,Notebook,15.6,716.0,8,2.1,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.4,Intel,Core i3 7100U,Nvidia,GeForce 930MX
Lenovo,2 in 1 Convertible,13.9,2099.0,16,1.4,0.0,512.0,0.0,0.0,512.0,Windows,3840,2160,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Dell,Ultrabook,13.3,1579.0,8,1.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
Lenovo,Gaming,15.6,1129.0,16,2.4,2048.0,256.0,0.0,0.0,2304.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
HP,Notebook,14.0,279.0,2,1.44,0.0,0.0,0.0,32.0,32.0,Windows,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
Dell,Ultrabook,15.6,1607.96,16,1.88,0.0,768.0,0.0,0.0,768.0,Windows,1920,1080,0,1.9,Intel,Core i7 8650U,Intel,UHD Graphics 620
Asus,2 in 1 Convertible,11.6,375.0,4,1.5,0.0,0.0,0.0,32.0,32.0,Windows,1366,768,1,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Dell,Ultrabook,15.6,663.0,8,1.9,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 530
Dell,Notebook,15.6,2027.42,16,2.06,0.0,512.0,0.0,0.0,512.0,Windows,3840,2160,1,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
HP,Notebook,15.6,1304.0,8,1.84,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
MSI,Gaming,17.3,1409.0,8,2.7,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
HP,Workstation,15.6,1738.27,8,2.6,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,Quadro M1200
Toshiba,Notebook,15.6,1403.0,16,2.4,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.5,Intel,Core i7 6500U,Nvidia,GeForce 930M
Dell,Notebook,15.6,970.9,8,2.02,2048.0,128.0,0.0,0.0,2176.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Lenovo,Notebook,15.6,321.99,4,2.2,1024.0,0.0,0.0,0.0,1024.0,No OS,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Dell,Gaming,15.6,999.0,8,2.65,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Dell,Notebook,15.6,557.37,8,2.36,2048.0,0.0,0.0,0.0,2048.0,Windows,1366,768,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,14.0,1427.0,8,1.36,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.6,Intel,Core i5 7300U,Intel,HD Graphics 620
HP,Notebook,15.6,439.0,4,1.86,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Asus,Notebook,14.0,945.0,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,17.3,719.0,6,2.8,1024.0,128.0,0.0,0.0,1152.0,Windows,1600,900,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce GTX 940MX
HP,Notebook,15.6,639.0,8,1.86,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,499.0,8,2.2,0.0,256.0,0.0,0.0,256.0,No OS,1366,768,0,2.0,Intel,Core i3 6006U,Nvidia,GeForce 920MX
HP,Notebook,15.6,389.0,8,2.04,2048.0,0.0,0.0,0.0,2048.0,Windows,1366,768,0,1.6,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405
Dell,Notebook,17.3,1085.0,8,2.8,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 530
Lenovo,Gaming,15.6,809.0,8,2.4,1024.0,128.0,0.0,0.0,1152.0,No OS,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Dell,Notebook,15.6,899.0,8,2.33,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,AMD,Radeon R7 M445
HP,Ultrabook,14.0,1750.0,8,1.36,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Asus,2 in 1 Convertible,15.6,1099.0,12,2.26,2048.0,512.0,0.0,0.0,2560.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,Nvidia,GeForce GT 940MX
Acer,Notebook,15.6,426.0,4,2.1,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,3.0,AMD,A9-Series 9420,AMD,Radeon R5
Asus,Gaming,17.3,2199.0,16,3.25,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,3.0,AMD,Ryzen 1700,AMD,Radeon RX 580
Lenovo,Notebook,17.3,489.0,4,2.6,0.0,128.0,0.0,0.0,128.0,Windows,1600,900,0,2.2,AMD,A8-Series 7410,AMD,Radeon R5
Dell,2 in 1 Convertible,13.3,869.01,8,1.62,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,1.8,Intel,Core i7 8550U,Intel,UHD Graphics 620
HP,Notebook,15.6,488.99,4,1.91,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,3.0,AMD,A9-Series 9420,AMD,Radeon R5
Lenovo,Netbook,11.6,553.0,4,1.59,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,1.1,Intel,Celeron Quad Core N3450,Intel,HD Graphics 500
Dell,Notebook,15.6,309.0,4,1.8,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
Asus,Notebook,14.0,286.0,4,1.5,0.0,0.0,0.0,32.0,32.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Acer,Notebook,15.6,846.0,8,2.4,1024.0,0.0,0.0,0.0,1024.0,Linux,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
HP,Gaming,17.3,1191.0,8,3.35,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Lenovo,Notebook,15.6,403.5,4,1.85,0.0,128.0,0.0,0.0,128.0,No OS,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Asus,Gaming,15.6,1655.0,8,2.3,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Lenovo,Notebook,14.0,1099.0,8,1.5,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Nvidia,GeForce 940MX
Asus,Ultrabook,13.3,1748.9,16,1.1,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Ultrabook,14.0,2282.0,8,1.13,0.0,512.0,0.0,0.0,512.0,Windows,2560,1440,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Notebook,13.3,549.0,4,1.5,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,0,2.4,Intel,Core i3 7100U,Intel,HD Graphics 620
Dell,Workstation,15.6,1369.0,8,2.23,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.6,Intel,Core i5 6440HQ,AMD,FirePro W5130M
Dell,Workstation,15.6,2135.0,8,2.0,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 6820HQ,Nvidia,Quadro M1200
Lenovo,2 in 1 Convertible,14.0,2509.0,16,1.42,0.0,512.0,0.0,0.0,512.0,Windows,2560,1440,1,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Asus,Gaming,17.3,1039.0,8,3.0,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Asus,Gaming,17.3,1591.0,16,3.0,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Acer,Notebook,15.6,693.99,12,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,1.6,Intel,Core i5 8250U,Nvidia,GeForce MX130
MSI,Gaming,17.3,1349.0,8,2.7,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Dell,Notebook,15.6,778.87,8,2.33,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,2.7,Intel,Core i7 7500U,AMD,Radeon R7 M445
HP,Ultrabook,15.6,499.0,4,1.91,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,3.0,AMD,A9-Series 9420,AMD,Radeon 520
Lenovo,Notebook,15.6,1229.56,8,2.1,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon RX 550
Lenovo,Notebook,14.0,938.0,8,1.9,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Workstation,15.6,2712.0,8,1.78,0.0,256.0,0.0,0.0,256.0,Windows,3840,2160,1,2.8,Intel,Core i7 7700HQ,Nvidia,Quadro M1200
Lenovo,Ultrabook,14.0,2625.0,16,1.13,0.0,1024.0,0.0,0.0,1024.0,Windows,2560,1440,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,306.0,4,2.2,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Asus,Gaming,17.3,1529.0,16,2.9,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Lenovo,Notebook,15.6,1144.5,8,2.1,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon RX 550
Acer,Notebook,15.6,879.0,8,2.5,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
MSI,Gaming,17.3,2249.0,16,2.8,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
Asus,Ultrabook,14.0,1873.0,8,1.1,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Toshiba,Ultrabook,13.3,1747.0,16,1.2,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.5,Intel,Core i7 6500U,Intel,HD Graphics 520
Dell,Ultrabook,14.0,1680.0,8,1.36,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.8,Intel,Core i7 7600U,Intel,HD Graphics
Lenovo,Notebook,15.6,409.0,4,2.2,500.0,0.0,0.0,0.0,500.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Lenovo,Notebook,11.6,304.45,2,1.15,0.0,0.0,0.0,32.0,32.0,Windows,1366,768,0,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Lenovo,Workstation,15.6,1925.0,8,2.67,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,Quadro M1200
Lenovo,Ultrabook,14.0,1943.0,8,1.7,0.0,512.0,0.0,0.0,512.0,Windows,2560,1440,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GT 940MX
HP,Notebook,15.6,469.0,4,2.1,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,AMD,Radeon 520
Acer,2 in 1 Convertible,13.3,789.01,8,1.6,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.5,Intel,Core i7 6500U,Intel,HD Graphics 520
Asus,2 in 1 Convertible,13.3,928.0,8,1.27,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,1,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,15.6,598.9,4,2.3,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,2.5,Intel,Core i5 7200U,AMD,Radeon R5 M430
Dell,Notebook,13.3,689.0,4,1.65,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
HP,Ultrabook,14.0,1500.0,8,1.43,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i7 6500U,Intel,HD Graphics 520
Dell,Notebook,15.6,539.95,8,2.14,1024.0,0.0,0.0,0.0,1024.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Ultrabook,14.0,1215.38,8,1.75,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon RX 550
Lenovo,2 in 1 Convertible,15.6,1899.0,16,2.0,0.0,512.0,0.0,0.0,512.0,Windows,3840,2160,1,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Chuwi,Notebook,12.3,449.0,6,1.4,0.0,0.0,0.0,64.0,64.0,Windows,2736,1824,0,1.1,Intel,Celeron Quad Core N3450,Intel,HD Graphics 500
HP,Notebook,15.6,1427.0,8,2.31,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.9,Intel,Core i7 7820HQ,Intel,HD Graphics 630
Asus,Notebook,15.6,597.0,8,2.3,1024.0,0.0,0.0,0.0,1024.0,Linux,1920,1080,0,2.4,Intel,Core i3 7100U,Nvidia,GeForce 940MX
Dell,Gaming,17.3,2799.0,16,4.42,1024.0,256.0,0.0,0.0,1280.0,Windows,2560,1440,0,2.9,Intel,Core i7 7820HK,Nvidia,GeForce GTX 1070
Dell,Gaming,15.6,1159.0,8,2.62,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti
Dell,Notebook,15.6,1142.4,8,2.02,2048.0,256.0,0.0,0.0,2304.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Dell,Ultrabook,14.0,1099.0,8,1.6,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,2.8,Intel,Core i7 7600U,Intel,HD Graphics 620
HP,Gaming,17.3,1999.0,12,3.35,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070
Mediacom,2 in 1 Convertible,11.6,299.0,4,1.16,0.0,32.0,0.0,0.0,32.0,Windows,1920,1080,1,1.1,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500
Samsung,Netbook,11.6,269.0,4,1.15,0.0,0.0,0.0,16.0,16.0,Chrome OS,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
Lenovo,Notebook,13.3,1010.0,8,1.4,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Lenovo,Notebook,14.0,599.0,4,1.7,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,0,2.7,Intel,Core i3 7130U,Intel,HD Graphics 620
Lenovo,Workstation,15.6,2445.0,16,2.3,0.0,512.0,0.0,0.0,512.0,Windows,3840,2160,0,2.8,Intel,Core i7 7600U,Nvidia,GeForce 940MX
Lenovo,Notebook,15.6,2449.0,16,2.5,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.9,Intel,Core i7 7820HQ,Nvidia,Quadro M2200M
Asus,Gaming,17.3,1695.0,8,3.2,1024.0,256.0,0.0,0.0,1280.0,Windows,1920,1080,0,3.2,AMD,Ryzen 1600,AMD,Radeon RX 580
HP,Notebook,15.6,347.0,4,2.1,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
Google,Ultrabook,12.3,2199.0,16,1.1,0.0,512.0,0.0,0.0,512.0,Chrome OS,2400,1600,1,1.3,Intel,Core i7 7Y75,Intel,HD Graphics 615
Lenovo,Ultrabook,14.0,2382.0,24,1.32,0.0,512.0,0.0,0.0,512.0,Windows,2560,1440,0,2.7,Intel,Core i7 7500U,Intel,HD Graphics 620
Asus,Notebook,15.6,559.0,4,2.0,0.0,256.0,0.0,0.0,256.0,Linux,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,17.3,519.0,8,2.8,1024.0,0.0,0.0,0.0,1024.0,Windows,1600,900,0,2.5,AMD,A6-Series 9220,AMD,Radeon R4
Dell,Notebook,15.6,749.0,4,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,1.6,Intel,Core i5 8250U,AMD,Radeon 530
Lenovo,Ultrabook,12.5,1429.0,8,1.36,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,15.6,349.0,4,2.2,0.0,128.0,0.0,0.0,128.0,Windows,1920,1080,0,1.1,Intel,Pentium Quad Core N4200,Intel,HD Graphics 505
HP,Gaming,15.6,1099.0,8,2.2,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,2.8,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050
Dell,Notebook,14.0,1179.0,8,1.64,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.8,Intel,Core i5 7440HQ,Nvidia,GeForce 930MX
Acer,Notebook,15.6,441.8,4,2.4,500.0,0.0,0.0,0.0,500.0,Linux,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Workstation,15.6,1993.0,8,2.23,1024.0,0.0,0.0,64.0,1088.0,Windows,1920,1080,0,3.0,Intel,Xeon E3-1505M V6,Nvidia,Quadro M620
MSI,Gaming,15.6,1027.74,8,2.2,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7300HQ,Nvidia,GeForce GTX 1050
Microsoft,Ultrabook,13.5,2589.0,16,1.25,0.0,512.0,0.0,0.0,512.0,Windows,2256,1504,1,2.5,Intel,Core i7 7660U,Intel,Iris Plus Graphics 640
HP,Notebook,15.6,589.0,8,1.91,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Workstation,15.6,1975.0,16,2.17,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.7,Intel,Core i7 6820HQ,Nvidia,Quadro M620
HP,Workstation,15.6,1534.0,8,2.31,0.0,512.0,0.0,0.0,512.0,Windows,1920,1080,0,2.9,Intel,Core i7 7820HQ,Intel,HD Graphics 620
Lenovo,Notebook,14.0,1345.0,8,1.65,0.0,256.0,0.0,0.0,256.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Dell,Notebook,15.6,979.0,8,2.36,1024.0,128.0,0.0,0.0,1152.0,Windows,1920,1080,0,1.8,Intel,Core i7 8550U,AMD,Radeon 530
Dell,2 in 1 Convertible,11.6,479.0,4,1.47,500.0,0.0,0.0,0.0,500.0,Windows,1366,768,1,1.6,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405
Dell,Notebook,17.3,2046.0,8,4.42,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.7,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060
Microsoft,Ultrabook,13.5,989.0,4,1.252,0.0,128.0,0.0,0.0,128.0,Windows,2256,1504,1,2.2,Intel,Core M m3-7Y30,Intel,HD Graphics 615
Microsoft,Ultrabook,13.5,1799.0,8,1.25,0.0,256.0,0.0,0.0,256.0,Windows,2256,1504,1,2.5,Intel,Core i7 7660U,Intel,Iris Plus Graphics 640
HP,Notebook,17.3,639.9,8,2.5,0.0,256.0,0.0,0.0,256.0,Windows,1600,900,0,2.0,Intel,Core i3 6006U,Intel,HD Graphics 520
Acer,Notebook,15.6,544.0,4,2.23,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.0,Intel,Core i3 6006U,Nvidia,GeForce 940MX
Acer,Netbook,11.6,435.0,4,1.4,0.0,128.0,0.0,0.0,128.0,Windows,1366,768,0,1.6,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400
Asus,Notebook,15.6,749.0,8,2.37,1024.0,0.0,0.0,0.0,1024.0,Windows,1920,1080,0,2.5,Intel,Core i5 7200U,Intel,HD Graphics 620
Lenovo,Notebook,14.0,799.0,8,1.5,0.0,512.0,0.0,0.0,512.0,No OS,1920,1080,0,2.7,Intel,Core i7 7500U,AMD,Radeon R7 M460
